codigo;loja;nome;N Fantasia;endereco;complemento;bairro;uf;codigo_municipio;municipio;cep;pais;cnpj_cpf;ins_estadual;latitude;longitude;vendedor
6020;1;J MASCARENHAS ASSIS LTDA;SUPERMERCADO JL;RUA MANOEL FLORENCIO 434;;SAO JOAO;BA;14703;ITABERABA;46880-000;105;05.743.186/0001-92;59.899.578;;;RICARDO
6041;1;ROSELLY FERREIRA SALES DA SILVA LTDA;ROSELLY FERREIRA SALES DA SILVA LTDA;RUA JUVENCIO ERUDILHO SN;;CENTRO;BA;27408;SALVADOR;44002-528;105;12.138.732/0003-93;203.518.975;;;VINICIUS
6049;1;MULTICOM ATACADO E VAREJO S/A;ECONOMART FEIRA DE SANTANA;RUA PASSO ALEGRE S/N;;LAGOA SALGADA;BA;10800;FEIRA DE SANTANA;44082-150;105;28.548.486/0024-02;217.398.226;;;NIXON
6049;2;MULTICOM ATACADO E VAREJO S/A;ECONOMART VITORIA DA CONQUISTA;AVENIDA BRUMADO 2295;;BATEIAS;BA;33307;VITORIA DA CONQUISTA;45052-000;105;28.548.486/0014-30;194.507.387;;;NIXON
6049;3;MULTICOM ATACADO E VAREJO S/A;ECONOMART JEQUIE;AVENIDA GOVERNADOR LOMANTO JUNIOR 1981;;JOAQUIM ROMAO;BA;18001;JEQUIE;45200-565;105;28.548.486/0021-60;208.394.013;;;NIXON
6049;4;MULTICOM ATACADO E VAREJO S/A;ECONOMART LUIS EDUARDO;AVENIDA ARNALDO HORACIO FERREIRA 228;;BOA VISTA;BA;19553;LUIS EDUARDO MAGALHAES;47853-054;105;28.548.486/0023-21;217.312.158;;;NIXON
6049;5;MULTICOM ATACADO E VAREJO S/A;ECONOMART BARREIRAS;AVENIDA AHYLON MACEDO 745;;MORADA NOBRE;BA;3201;BARREIRAS;47810-035;105;28.548.486/0027-55;225.786.505;;;NIXON
6049;6;MULTICOM ATACADO E VAREJO S/A;ECONOMART SANTO ANTONIO;AVENIDA COSME E DAMIAO 555;;ANDAIA;BA;28703;SANTO ANTONIO DE JESUS;44434-040;105;28.548.486/0029-17;229.648.036;;;NIXON
6049;7;MULTICOM ATACADO E VAREJO S/A;ECONOMART  ITABUNA;AVENIDA IBICARAI S/N;;NOVA ITABUNA;BA;14802;ITABUNA;45611-000;105;28.548.486/0030-50;232.811.210;;;NIXON
6123;1;EXITO SUPERMERCADO LTDA;EXITO SUPERMERCADO;RUA DR  LAUDELINO FREIRE 390;;CENTRO;SE;3500;LAGARTO;49400-000;105;34.811.344/0001-00;27188389-8;;;NIXON
OV067M;1;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO NOSSA SENHORA;RUA FRANCISCO VIEIRA DOS SANTOS 86;;JOVIANO BARBOSA;SE;4458;NOSSA SENHORA APARECIDA;49680-000;105;73.849.952/0051-17;27.223.761-2;;;RICARDO
